address,suburb,price,date,bedrooms,bathrooms,parking_spaces,land_size,land_size_unit,propertyType,url,houseFeatures,schoolsDistance,schoolsCount,salesHistory,built_in_wardrobes
10-bower-way-doreen-vic-3754,Doreen,530000,29-Mar-2018,4,2,1,343,m2,House,https://www.domain.com.au/10-bower-way-doreen-vic-3754-2014216458,Gas-Dishwasher-Built in wardrobes-Fully fenced,0.7-1.3-1.1,3,Sep/2021/622000.0/SOLD-Mar/2018/530000.0/SOLD-Nov/2008/133000.0/SOLD,1
10-walker-drive-doreen-vic-3754,Doreen,740000,29-Mar-2018,4,2,2,640,m2,House,https://www.domain.com.au/10-walker-drive-doreen-vic-3754-2014194926,Ensuite-Water Tank-Secure Parking-Outdoor Entertaining-Fully fenced-Open Spaces-Evaporative Cooling-Broadband-Built in wardrobes-Dishwasher-Ducted Heating-Rumpus Room,0.7-1.5-1.3,3,Mar/2018/740000.0/SOLD-Dec/2011/527500.0/SOLD-Sep/2008/175000.0/SOLD,1
12-timbertop-drive-doreen-vic-3754,Doreen,810000,27-Mar-2018,4,2,2,817,m2,House,https://www.domain.com.au/12-timbertop-drive-doreen-vic-3754-2014021168,Air conditioning-Alarm System-Dishwasher-Fully fenced-Floorboards-Built in wardrobes,1.4-1.4-1.5,3,Feb/2018/680.0/SOLD-Aug/2008/810000.0/SOLD,1
2-dendron-court-doreen-vic-3754,Doreen,881000,26-Mar-2018,4,2,2,715,m2,House,https://www.domain.com.au/2-dendron-court-doreen-vic-3754-2014208923,Air conditioning-Alarm System-Dishwasher-Balcony / Deck-Study-Gas-Fully fenced-Built in wardrobes,0.7-1.6-1.6,3,Mar/2018/881000.0/SOLD-Jun/2010/215000.0/SOLD,1
38-merredin-circuit-doreen-vic-3754,Doreen,675000,21-Mar-2018,4,2,2,581,m2,House,https://www.domain.com.au/38-merredin-circuit-doreen-vic-3754-2014043213,Air conditioning,0.9-2.2-2.2,3,Mar/2018/675000.0/SOLD-Oct/2010/420.0/SOLD,0
38-tallawong-drive-doreen-vic-3754,Doreen,750000,21-Mar-2018,4,2,2,648,m2,House,https://www.domain.com.au/38-tallawong-drive-doreen-vic-3754-2014231526,Dishwasher-Balcony / Deck-Gas-Shed-Fully fenced-Floorboards-Built in wardrobes,0.9-2.2-2.5,3,Mar/2018/750000.0/SOLD-Aug/2013/229500.0/SOLD,1
4-agility-court-doreen-vic-3754,Doreen,600000,20-Mar-2018,4,2,2,461,m2,House,https://www.domain.com.au/4-agility-court-doreen-vic-3754-2014231008,Dishwasher-Built in wardrobes-Fully fenced-Floorboards,1.1-1.2-0.4,3,Mar/2018/600000.0/SOLD-May/2015/380000.0/SOLD-Jul/2010/160000.0/SOLD,1
11-laurimar-boulevard-doreen-vic-3754,Doreen,640000,14-Mar-2018,4,2,2,448,m2,House,https://www.domain.com.au/11-laurimar-boulevard-doreen-vic-3754-2014045619,Air conditioning-Ensuite-Outdoor Ent.-Built in wardrobes-Ducted Heating,0.2-1.5-1.5,3,Jan/2018/640000.0/SOLD-Dec/2014/125000.0/SOLD,1
7-westbourne-drive-doreen-vic-3754,Doreen,640000,06-Mar-2018,4,2,3,513,m2,House,https://www.domain.com.au/7-westbourne-drive-doreen-vic-3754-2014042647,Air conditioning-Dishwasher-Shed-Secure Parking-Floorboards-Built in wardrobes-Fully fenced,0.4-1.4-1.7,3,Feb/2018/640000.0/SOLD-Jun/2008/151000.0/SOLD,1
13-kossatz-terrace-doreen-vic-3754,Doreen,670000,24-Feb-2018,4,2,2,687,m2,House,https://www.domain.com.au/13-kossatz-terrace-doreen-vic-3754-2014154880,Ensuite-Dishwasher-Lounge/Dining-Retreat-Evap Cool-Kitch/Meals/Family-Decking-Alfresco-Ducted Heat-Garage Remote-Pergola-Outdoor Ent.-Fully fenced-Inside Spa-Built in wardrobes-Ducted Cooling-Ducted Heating-Rumpus Room,0.5-2-4.9,3,Jun/2018/670000.0/SOLD-Oct/2006/174000.0/SOLD,1
1-tucker-street-doreen-vic-3754,Doreen,705150,23-Feb-2018,4,2,2,620,m2,House,https://www.domain.com.au/1-tucker-street-doreen-vic-3754-2014188646,Air conditioning-Built in wardrobes-Close to shops-Close to transport-Garden-Secure Parking-Formal Lounge-Evaporative Cooling-Outdoor alfresco area-New carpet,0.5-2.3-0.9,3,Apr/2018/705150.0/SOLD,1
15-shikra-place-doreen-vic-3754,Doreen,577000,19-Feb-2018,4,2,2,443,m2,House,https://www.domain.com.au/15-shikra-place-doreen-vic-3754-2014154385,Air conditioning-Dishwasher-Built in wardrobes-Fully fenced,0.6-2-2.1,3,Feb/2018/577000.0/SOLD-Mar/2015/360.0/SOLD,1
39-marley-boulevard-doreen-vic-3754,Doreen,565000,01-Feb-2018,4,2,2,258,m2,House,https://www.domain.com.au/39-marley-boulevard-doreen-vic-3754-2014106770,Air conditioning-Built in wardrobes-Close to schools-Close to shops-Close to transport-Garden-Secure Parking-Floorboards-Formal Lounge-Separate Dining,0.8-2.2-2.4,3,Jan/2018/420.0/SOLD,1
19-nancarrow-drive-doreen-vic-3754,Doreen,661000,16-Jan-2018,4,2,2,499,m2,House,https://www.domain.com.au/19-nancarrow-drive-doreen-vic-3754-2014096683,Balcony / Deck-Dishwasher-Built in wardrobes-Fully fenced,1-1.7-4.7,3,Jan/2018/661000.0/SOLD-Nov/2010/449000.0/SOLD,1
11-von-guerard-parade-doreen-vic-3754,Doreen,685000,09-Jan-2018,4,2,2,624,m2,House,https://www.domain.com.au/11-von-guerard-parade-doreen-vic-3754-2014023694,Ensuite-Deck-Remote Garage-Secure Parking-Outdoor Entertaining-Evaporative Cooling-Built in wardrobes-Dishwasher-Ducted Heating-Rumpus Room,0.5-1.9-5,3,Dec/2017/685000.0/SOLD-May/2011/530000.0/SOLD,1
4-tara-valley-crescent-doreen-vic-3754,Doreen,817700,21-Dec-2017,4,2,3,779,m2,House,https://www.domain.com.au/4-tara-valley-crescent-doreen-vic-3754-2014068943,Air conditioning-Dishwasher-Balcony / Deck-Study-Shed-Fully fenced-Built in wardrobes-Secure Parking,0.9-1.3-1.6,3,Dec/2017/817700.0/SOLD-Jun/2010/580000.0/SOLD-Jul/2005/159500.0/SOLD,1
13-trainor-street-doreen-vic-3754,Doreen,610000,20-Dec-2017,4,2,2,448,m2,House,https://www.domain.com.au/13-trainor-street-doreen-vic-3754-2014036639,Air conditioning-Built in wardrobes-Close to schools-Close to shops-Close to transport-Security Alarm-Garden-Secure Parking-Floorboards-Formal Lounge-Separate Dining,1.5-3.5-3,3,Jul/2021/680000.0/SOLD,1
16-tallawong-drive-doreen-vic-3754,Doreen,660000,16-Dec-2017,4,2,2,448,m2,House,https://www.domain.com.au/16-tallawong-drive-doreen-vic-3754-2014031319,Alarm System-Dishwasher-Built in wardrobes-Fully fenced,0.8-2.2-2.4,3,Apr/2020/668000.0/SOLD-Dec/2017/660000.0/SOLD-Jan/2014/193000.0/SOLD,1
15-braford-drive-doreen-vic-3754,Doreen,740000,16-Dec-2017,4,2,2,720,m2,House,https://www.domain.com.au/15-braford-drive-doreen-vic-3754-2014017082,Air conditioning-Dishwasher-Balcony / Deck-Study-Shed-Fully fenced-Floorboards-Built in wardrobes,0.6-0.8-2.4,3,Dec/2017/740000.0/SOLD-Feb/2007/167000.0/SOLD,1
1-tingara-crest-doreen-vic-3754,Doreen,695000,13-Dec-2017,4,2,2,691,m2,House,https://www.domain.com.au/1-tingara-crest-doreen-vic-3754-2014008620,Built in wardrobes-Close to schools-Close to shops-Close to transport-Garden-Secure Parking-Floorboards-Evaporative Cooling,0.8-1.8-4.7,3,Dec/2017/695000.0/SOLD,1
26-tooradin-crescent-doreen-vic-3754,Doreen,556000,09-Dec-2017,4,2,2,350,m2,House,https://www.domain.com.au/26-tooradin-crescent-doreen-vic-3754-2014013770,Air conditioning-Built in wardrobes-Close to schools-Close to shops-Close to transport-Garden-Secure Parking-Formal Lounge-Separate Dining,0.5-1.7-1.6,3,Aug/2021/651000.0/SOLD,1
12-dilwynia-avenue-doreen-vic-3754,Doreen,741000,08-Dec-2017,4,2,2,660,m2,House,https://www.domain.com.au/12-dilwynia-avenue-doreen-vic-3754-2014027420,Ensuite-Deck-Outdoor Ent.-Built in wardrobes-Ducted Cooling-Ducted Heating,0.5-1.4-1.7,3,Dec/2017/741000.0/SOLD-May/2008/168000.0/SOLD,1
3-breakwater-drive-doreen-vic-3754,Doreen,642000,07-Dec-2017,4,2,2,480,m2,House,https://www.domain.com.au/3-breakwater-drive-doreen-vic-3754-2014003816,Air conditioning-Study-Dishwasher-Built in wardrobes,0.9-1.1-0.5,3,Nov/2017/642000.0/SOLD-Dec/2010/220000.0/SOLD,1
21-senecio-drive-doreen-vic-3754,Doreen,560000,01-Dec-2017,4,2,1,490,m2,House,https://www.domain.com.au/21-senecio-drive-doreen-vic-3754-2013966076,Built in wardrobes-Close to schools-Garden-Secure Parking,0.4-1.3-1.8,3,Dec/2017/560000.0/SOLD-Jan/2009/149000.0/SOLD,1
79-laurimar-boulevard-doreen-vic-3754,Doreen,620079,30-Nov-2017,4,2,2,448,m2,House,https://www.domain.com.au/79-laurimar-boulevard-doreen-vic-3754-2014019050,Alarm System-Dishwasher-Balcony / Deck-Shed-Fully fenced-Built in wardrobes-Secure Parking,0.8-2-2,3,Nov/2017/620079.0/SOLD-Jul/2009/160000.0/SOLD,1
7-sanctum-circuit-doreen-vic-3754,Doreen,586500,30-Nov-2017,4,2,2,443,m2,House,https://www.domain.com.au/7-sanctum-circuit-doreen-vic-3754-2014033101,Air conditioning-Dishwasher,1.2-1.2-0.4,3,Nov/2017/586500.0/SOLD,0
16-batt-street-doreen-vic-3754,Doreen,840000,24-Nov-2017,4,3,2,833,m2,House,https://www.domain.com.au/16-batt-street-doreen-vic-3754-2013999528,Air conditioning-Dishwasher-Balcony / Deck-Study-Fully fenced-Built in wardrobes,1.2-2.5-2.8,3,Nov/2017/840000.0/SOLD-Feb/2012/278000.0/SOLD,1
8-mccrae-drive-doreen-vic-3754,Doreen,835000,23-Nov-2017,4,2,2,640,m2,House,https://www.domain.com.au/8-mccrae-drive-doreen-vic-3754-2014004100,Alarm System-Dishwasher-Outside Spa-Indoor Spa-Fully fenced-Built in wardrobes,0.8-1.2-0.9,3,Oct/2008/168000.0/SOLD,1
13-batavia-way-doreen-vic-3754,Doreen,700000,08-Nov-2017,4,2,2,640,m2,House,https://www.domain.com.au/13-batavia-way-doreen-vic-3754-2013924538,Dishwasher-Balcony / Deck-Study-Gas-Fully fenced-Built in wardrobes,0.5-1-1.4,3,Oct/2017/700000.0/SOLD-Feb/2009/180000.0/SOLD-Jul/2007/165000.0/SOLD,1
16-coulthard-crescent-doreen-vic-3754,Doreen,780000,01-Nov-2017,4,2,2,636,m2,House,https://www.domain.com.au/16-coulthard-crescent-doreen-vic-3754-2013905309,Air conditioning-Alarm System-Swimming Pool-Dishwasher-Built in wardrobes-Study,0.5-1.4-1.3,3,Sep/2014/635000.0/SOLD-Oct/2009/190000.0/SOLD,1
7-gunghalin-drive-doreen-vic-3754,Doreen,705000,25-Oct-2017,4,2,2,672,m2,House,https://www.domain.com.au/7-gunghalin-drive-doreen-vic-3754-2013935635,Air conditioning-Alarm System-Dishwasher-Built in wardrobes,0.7-0.9-0.9,3,Oct/2017/705000.0/SOLD-Mar/2014/492000.0/SOLD-Feb/2007/147000.0/SOLD,1
46-aylesbury-boulevard-doreen-vic-3754,Doreen,631000,23-Oct-2017,4,2,2,400,m2,House,https://www.domain.com.au/46-aylesbury-boulevard-doreen-vic-3754-2013903684,Alarm System-Dishwasher-Balcony / Deck-Fully fenced-Floorboards-Built in wardrobes-Secure Parking,0.9-1.6-1.9,3,Mar/2014/150000.0/SOLD-Apr/2011/170000.0/SOLD,1
46-warrawong-circuit-doreen-vic-3754,Doreen,678500,18-Oct-2017,4,2,2,621,m2,House,https://www.domain.com.au/46-warrawong-circuit-doreen-vic-3754-2013906914,Alarm System-Dishwasher-Built in wardrobes-Fully fenced-Secure Parking,0.7-2-2.3,3,Oct/2017/678500.0/SOLD-Sep/2015/475000.0/SOLD-Aug/2003/115000.0/SOLD,1
10-isidore-drive-doreen-vic-3754,Doreen,575777,17-Oct-2017,4,2,2,433,m2,House,https://www.domain.com.au/10-isidore-drive-doreen-vic-3754-2013904829,Built in wardrobes-Dishwasher-Ducted Heating-Split System AirCon,0.8-1.6-1.9,3,Oct/2017/575777.0/SOLD,1
28-carribie-rd-doreen-vic-3754,Doreen,621490,16-Oct-2017,4,2,2,481,m2,House,https://www.domain.com.au/28-carribie-rd-doreen-vic-3754-2013781303,Dishwasher-Built in wardrobes,1-2.4-2.6,3,Nov/2020/643000.0/SOLD-Oct/2017/621490.0/SOLD-May/2015/199900.0/SOLD,1
58-roaming-road-doreen-vic-3754,Doreen,755000,11-Oct-2017,4,2,2,685,m2,House,https://www.domain.com.au/58-roaming-road-doreen-vic-3754-2013870962,Study,0.5-0.9-2.3,3,Oct/2017/755000.0/SOLD-Jun/2011/210000.0/SOLD,0
10-endurance-street-doreen-vic-3754,Doreen,639000,06-Oct-2017,4,2,2,642,m2,House,https://www.domain.com.au/10-endurance-street-doreen-vic-3754-2013850941,Air conditioning-Built in wardrobes-Close to schools-Close to shops-Close to transport-Garden-Secure Parking-Formal Lounge-Separate Dining,1.1-1.2-0.5,3,Sep/2017/639000.0/SOLD-Nov/2009/190000.0/SOLD,1
24-woorawa-drive-doreen-vic-3754,Doreen,580000,06-Oct-2017,4,2,2,480,m2,House,https://www.domain.com.au/24-woorawa-drive-doreen-vic-3754-2013878229,Air conditioning-Dishwasher,0.9-2.3-2.5,3,Sep/2017/580000.0/SOLD,0
249-cookes-road-doreen-vic-3754,Doreen,825000,04-Oct-2017,4,2,2,864,m2,House,https://www.domain.com.au/249-cookes-road-doreen-vic-3754-2013639439,Alarm System-Swimming Pool-Dishwasher-Balcony / Deck-Study-Gas-Fully fenced-Built in wardrobes,0.8-1.4-1.6,3,Sep/2017/825000.0/SOLD-Dec/2011/250000.0/SOLD-Apr/2010/245000.0/SOLD,1
10-viewhill-court-doreen-vic-3754,Doreen,635000,03-Oct-2017,4,2,2,476,m2,House,https://www.domain.com.au/10-viewhill-court-doreen-vic-3754-2013824852,Alarm System-Balcony / Deck-Dishwasher-Built in wardrobes-Floorboards,1.5-1.9-0.5,3,Oct/2017/420.0/SOLD-Jan/2011/635000.0/SOLD,1
4-keys-street-doreen-vic-3754,Doreen,720000,30-Sep-2017,4,2,2,624,m2,House,https://www.domain.com.au/4-keys-street-doreen-vic-3754-2013868625,Ensuite-Water Tank-Outdoor Ent.-Built in wardrobes-Ducted Cooling-Ducted Heating-Floorboards,0.5-2.3-0.9,3,Sep/2017/720000.0/SOLD-May/2004/162000.0/SOLD,1
50-midland-road-doreen-vic-3754,Doreen,645000,25-Sep-2017,4,2,2,603,m2,House,https://www.domain.com.au/50-midland-road-doreen-vic-3754-2013750586,Dishwasher-Built in wardrobes-Study,0.5-1-2.2,3,Sep/2017/645000.0/SOLD-Sep/2011/217000.0/SOLD-Jul/2010/210000.0/SOLD,1
4-taylor-link-doreen-vic-3754,Doreen,570000,18-Sep-2017,4,2,2,316,m2,House,https://www.domain.com.au/4-taylor-link-doreen-vic-3754-2013830749,Alarm System-Dishwasher-Built in wardrobes-Floorboards,0.4-1.6-1.6,3,Sep/2017/570000.0/SOLD-Oct/2014/410000.0/SOLD,1
4-vidler-avenue-doreen-vic-3754,Doreen,795000,18-Sep-2017,4,2,2,717,m2,House,https://www.domain.com.au/4-vidler-avenue-doreen-vic-3754-2013773877,Built in wardrobes-Close to schools-Close to shops-Close to transport-Fireplace(s)-Security Alarm-Garden-Secure Parking-Floorboards-Formal Lounge-Separate Dining,0.4-2.1-0.7,3,Sep/2017/795000.0/SOLD-Oct/2008/515000.0/SOLD-Aug/2005/170000.0/SOLD,1
9-bower-way-doreen-vic-3754,Doreen,535000,16-Sep-2017,4,2,2,438,m2,House,https://www.domain.com.au/9-bower-way-doreen-vic-3754-2013824262,Dishwasher-Built in wardrobes,0.7-1.2-1.1,3,Sep/2017/400.0/SOLD,1
3-currumbin-road-doreen-vic-3754,Doreen,561000,09-Sep-2017,4,2,2,442,m2,House,https://www.domain.com.au/3-currumbin-road-doreen-vic-3754-2013823692,Shed-Balcony / Deck-Study-Gas-Dishwasher-Fully fenced-Built in wardrobes-Broadband internet access,1.5-2-0.6,3,Sep/2017/420.0/SOLD,1
4-berkshire-street-doreen-vic-3754,Doreen,570000,06-Sep-2017,4,2,2,519,m2,House,https://www.domain.com.au/4-berkshire-street-doreen-vic-3754-2013746667,Ensuite-Remote Garage-Evaporative Cooling-Dishwasher-Ducted Heating-Rumpus Room-Study,1.3-1.6-0.3,3,Aug/2017/570000.0/SOLD,0
26-russel-way-doreen-vic-3754,Doreen,650000,02-Sep-2017,4,2,2,612,m2,House,https://www.domain.com.au/26-russel-way-doreen-vic-3754-2013821733,Ensuite-Alarm System-Dishwasher-Lounge-Kitch/Meals/Family-Outdoor Ent.-Fully fenced-Ducted Cooling-Ducted Heating-Reverse Cycle AirCon-Study-Workshop,0.3-1.4-1.5,3,Sep/2017/650000.0/SOLD-Aug/2015/460000.0/SOLD-Sep/2009/202000.0/SOLD,0
2-hazelton-drive-doreen-vic-3754,Doreen,694694,31-Aug-2017,4,2,2,451,m2,House,https://www.domain.com.au/2-hazelton-drive-doreen-vic-3754-2013783915,Alarm System-Balcony / Deck-Dishwasher-Built in wardrobes-Fully fenced,0.1-1.4-1.5,3,Aug/2017/630.0/SOLD-Jun/2011/694694.0/SOLD,1
230-flaxen-hills-road-doreen-vic-3754,Doreen,815000,22-Aug-2017,4,2,2,985,m2,House,https://www.domain.com.au/230-flaxen-hills-road-doreen-vic-3754-2013763941,Ensuite-Deck-Water Tank-Remote Garage-Outdoor Entertaining-Shed-Fully fenced-Gas Heating-Floorboards-Evaporative Cooling-Built in wardrobes-Dishwasher-Ducted Heating-Ducted Cooling-Rumpus Room-Study,0.8-0.9-1.5,3,Aug/2017/815000.0/SOLD-Jul/2003/150000.0/SOLD,1
17-senecio-drive-doreen-vic-3754,Doreen,605000,21-Aug-2017,4,2,2,560,m2,House,https://www.domain.com.au/17-senecio-drive-doreen-vic-3754-2013698569,Air conditioning-Built in wardrobes-Close to schools-Close to shops-Close to transport-Garden-Secure Parking-Formal Lounge-Separate Dining,0.4-1.3-1.8,3,Feb/2020/685500.0/SOLD-Aug/2017/605000.0/SOLD-Apr/2009/162000.0/SOLD,1
27-montville-street-doreen-vic-3754,Doreen,650000,18-Aug-2017,4,2,2,416,m2,House,https://www.domain.com.au/27-montville-street-doreen-vic-3754-2013665567,Ensuite-Deck-Remote Garage-Outdoor Entertaining-Fully fenced-Gas Heating-Evaporative Cooling-Broadband-Built in wardrobes-Dishwasher-Ducted Heating-Ducted Cooling-Rumpus Room,0.2-1.6-1.7,3,Jul/2017/650000.0/SOLD-Dec/2010/179000.0/SOLD,1
2-vitae-court-doreen-vic-3754,Doreen,670000,18-Aug-2017,4,2,2,802,m2,House,https://www.domain.com.au/2-vitae-court-doreen-vic-3754-2013609875,Ensuite-Remote Garage-Shed-Evaporative Cooling-Dishwasher-Ducted Heating,0.7-1.5-1.6,3,Jun/2018/685000.0/SOLD-Aug/2017/670000.0/SOLD-May/2010/225000.0/SOLD,0
15-bassetts-road-doreen-vic-3754,Doreen,535000,13-Aug-2017,4,2,2,400,m2,House,https://www.domain.com.au/15-bassetts-road-doreen-vic-3754-2013765357,Air conditioning-Built in wardrobes-Close to schools-Close to shops-Close to transport-Fireplace(s)-Security Alarm-Garden-Secure Parking-Floorboards-Formal Lounge-Separate Dining,0.9-1.8-2,3,Aug/2017/535000.0/SOLD-Aug/2016/454000.0/SOLD-Jul/2010/160000.0/SOLD,1
4-shoal-circuit-doreen-vic-3754,Doreen,545000,10-Aug-2017,4,2,2,400,m2,House,https://www.domain.com.au/4-shoal-circuit-doreen-vic-3754-2013766608,Ensuite-Remote Garage-Floorboards-Split System AirCon-Built in wardrobes-Dishwasher-Ducted Heating-Rumpus Room,1.7-1.9-0.7,3,Aug/2017/545000.0/SOLD-Nov/2010/190000.0/SOLD,1
45-sunstone-boulevard-doreen-vic-3754,Doreen,685199,08-Aug-2017,4,2,2,507,m2,House,https://www.domain.com.au/45-sunstone-boulevard-doreen-vic-3754-2013746917,Ensuite-Deck-Dishwasher-Built in wardrobes-Walk in robes-Ducted Heating-Home Theatre-Remote Garage-Secure Parking-Fully fenced-Evaporative Cooling-Floorboards-Rumpus Room-Solar hot water,0.4-1.9-1.4,3,Aug/2017/685199.0/SOLD-Oct/2013/245000.0/SOLD,1
62-towerhill-avenue-doreen-vic-3754,Doreen,640000,07-Aug-2017,4,2,2,512,m2,House,https://www.domain.com.au/62-towerhill-avenue-doreen-vic-3754-2013691947,Ensuite-Alarm System-Intercom-Remote Garage-Outdoor Entertaining-Indoor Spa-Floorboards-Built in wardrobes-Dishwasher-Ducted Heating-Reverse Cycle AirCon-Rumpus Room,1.5-2.1-0.6,3,Jul/2017/640000.0/SOLD-Jun/2014/185000.0/SOLD-May/2011/228000.0/SOLD,1
18-aspect-drive-doreen-vic-3754,Doreen,492000,05-Aug-2017,4,2,3,372,m2,House,https://www.domain.com.au/18-aspect-drive-doreen-vic-3754-2013715861,Air conditioning-Heating,1-1.8-2,3,Jul/2017/400.0/SOLD,0
5-karakul-crescent-doreen-vic-3754,Doreen,572100,04-Aug-2017,4,2,2,440,m2,House,https://www.domain.com.au/5-karakul-crescent-doreen-vic-3754-2013739125,Ensuite-Remote Garage-Evaporative Cooling-Dishwasher-Ducted Heating-Vacuum System,0.7-0.8-2.5,3,Jul/2017/420.0/SOLD-Apr/2012/572100.0/SOLD,0
32-dargo-crescent-doreen-vic-3754,Doreen,625000,31-Jul-2017,4,2,2,555,m2,House,https://www.domain.com.au/32-dargo-crescent-doreen-vic-3754-2013733472,Ensuite-Alarm System-Solar hot water-Remote Garage-Outdoor Entertaining-Evaporative Cooling-Built in wardrobes-Dishwasher-Ducted Heating-Rumpus Room-Vacuum System,0.5-1.2-1.9,3,Mar/2021/771750.0/SOLD-Jul/2017/625000.0/SOLD-Apr/2014/442000.0/SOLD,1
13-sandover-street-doreen-vic-3754,Doreen,531000,29-Jul-2017,4,2,2,411,m2,House,https://www.domain.com.au/13-sandover-street-doreen-vic-3754-2013692935,Ensuite-Remote Garage-Outdoor Entertaining-Fully fenced-Split System AirCon-Built in wardrobes-Dishwasher-Ducted Heating-Study,1.4-1.9-0.5,3,Jul/2017/440.0/SOLD,1
6-chadwick-views-doreen-vic-3754,Doreen,625000,20-Jul-2017,4,2,2,448,m2,House,https://www.domain.com.au/6-chadwick-views-doreen-vic-3754-2013716397,Ensuite-Remote Garage-Outdoor Ent.-Ducted Heating-Evaporative Cooling,0.6-1.8-1.7,3,Jul/2017/625000.0/SOLD-Jun/2010/180000.0/SOLD,0
29-kiora-avenue-doreen-vic-3754,Doreen,575000,20-Jul-2017,4,2,2,504,m2,House,https://www.domain.com.au/29-kiora-avenue-doreen-vic-3754-2013578790,Ensuite-Remote Garage-Evaporative Cooling-Dishwasher-Ducted Heating,0.6-1.3-1.8,3,Aug/2017/480.0/SOLD,0
38-aspect-drive-doreen-vic-3754,Doreen,473000,18-Jul-2017,4,2,2,350,m2,House,https://www.domain.com.au/38-aspect-drive-doreen-vic-3754-2013711670,Ensuite-Remote Garage-Split System AirCon-Dishwasher-Ducted Heating-Vacuum System,1.2-1.8-1.9,3,Jul/2017/473000.0/SOLD-Aug/2012/320.0/SOLD,0
17-ballam-way-doreen-vic-3754,Doreen,575000,14-Jul-2017,4,2,2,502,m2,House,https://www.domain.com.au/17-ballam-way-doreen-vic-3754-2013633628,Ensuite-Remote Garage-Evaporative Cooling-Dishwasher-Ducted Heating,1-1.2-0.8,3,Jun/2017/575000.0/SOLD-Jun/2011/475000.0/SOLD-Oct/2007/138000.0/SOLD,0
16-tekin-terrace-doreen-vic-3754,Doreen,435000,13-Jul-2017,4,2,1,334,m2,House,https://www.domain.com.au/16-tekin-terrace-doreen-vic-3754-2013683044,Ensuite-Remote Garage-Split System AirCon-Dishwasher-Ducted Heating,0.2-1.7-0.9,3,Jul/2017/435000.0/SOLD-Jul/2013/180000.0/SOLD,0
5-embankment-road-doreen-vic-3754,Doreen,645500,13-Jul-2017,4,2,2,400,m2,House,https://www.domain.com.au/5-embankment-road-doreen-vic-3754-2013698346,Ensuite-Remote Garage-Evaporative Cooling-Dishwasher-Ducted Heating-Rumpus Room-Study,1.1-1.5-0.7,3,Jul/2017/645500.0/SOLD-Aug/2010/184000.0/SOLD,0
13-collingrove-crescent-doreen-vic-3754,Doreen,745000,10-Jul-2017,4,2,2,654,m2,House,https://www.domain.com.au/13-collingrove-crescent-doreen-vic-3754-2013666044,Alarm System-Water Tank-Study-Outdoor Ent.-Outside Spa-Built in wardrobes-Ducted Heating,0.6-1.1-1,3,Jul/2017/745000.0/SOLD-Mar/2013/540000.0/SOLD-Jun/2007/162000.0/SOLD,1
20-bower-way-doreen-vic-3754,Doreen,508000,06-Jul-2017,4,2,2,384,m2,House,https://www.domain.com.au/20-bower-way-doreen-vic-3754-2013686207,Ensuite-Remote Garage-Outdoor Ent.-Dishwasher-Ducted Heating-Evaporative Cooling,0.8-1.3-1.1,3,Jul/2017/508000.0/SOLD-Jan/2011/160000.0/SOLD,0
6-hilltop-mews-doreen-vic-3754,Doreen,740000,05-Jul-2017,4,2,2,880,m2,House,https://www.domain.com.au/6-hilltop-mews-doreen-vic-3754-2013686289,Air conditioning-Built in wardrobes-Close to schools-Close to shops-Close to transport-Garden-Secure Parking-Formal Lounge,1.1-1.1-1.8,3,Jul/2017/740000.0/SOLD,1
3-lady-peel-rise-doreen-vic-3754,Doreen,680000,23-Jun-2017,4,2,2,630,m2,House,https://www.domain.com.au/3-lady-peel-rise-doreen-vic-3754-2013652519,Ensuite-Alarm System-Remote Garage-Outdoor Entertaining-Evaporative Cooling-Built in wardrobes-Dishwasher-Ducted Heating-Rumpus Room,1.1-1.1-1.8,3,Jun/2017/490.0/SOLD-Apr/2008/680000.0/SOLD,1
23-roaming-road-doreen-vic-3754,Doreen,753500,23-Jun-2017,4,2,2,675,m2,House,https://www.domain.com.au/23-roaming-road-doreen-vic-3754-2013658795,Ensuite-Alarm System-Remote Garage-Shed-Outdoor Spa-Evaporative Cooling-Dishwasher-Ducted Heating-Rumpus Room-Vacuum System-Study,0.6-1-2,3,Jun/2017/753500.0/SOLD-Mar/2010/220000.0/SOLD,0
33-tarawera-road-doreen-vic-3754,Doreen,660000,22-Jun-2017,4,2,4,702,m2,House,https://www.domain.com.au/33-tarawera-road-doreen-vic-3754-2013623311,Ensuite-Deck-Remote Garage-Outdoor Entertaining-Shed-Fully fenced-Workshop-Built in wardrobes-Dishwasher-Ducted Heating-Ducted Cooling-Rumpus Room-Study,1.1-1.4-2,3,May/2017/660000.0/SOLD-Jun/2006/440.0/SOLD,1
34-fitzwilliam-drive-doreen-vic-3754,Doreen,490000,12-Jun-2017,4,2,2,375,m2,House,https://www.domain.com.au/34-fitzwilliam-drive-doreen-vic-3754-2013616248,Built in wardrobes-Close to schools-Close to shops-Close to transport-Garden-Secure Parking,0.6-1.4-0.8,3,May/2017/490000.0/SOLD-Jul/2014/350.0/SOLD,1
1-patton-street-doreen-vic-3754,Doreen,535000,10-Jun-2017,4,2,2,401,m2,House,https://www.domain.com.au/1-patton-street-doreen-vic-3754-2013577406,Built in wardrobes-Floorboards,0.8-1-1.1,3,Jan/2016/440.0/SOLD,1
