address,suburb,price,date,bedrooms,bathrooms,parking_spaces,land_size,land_size_unit,propertyType,url,houseFeatures,schoolsDistance,schoolsCount,salesHistory,built_in_wardrobes
103-greenwood-drive-bundoora-vic-3083,Bundoora,670000,23-Jul-2016,4,2,3,541,m2,House,https://www.domain.com.au/103-greenwood-drive-bundoora-vic-3083-2012896116,Alarm System-Stainless Steel Appliances-Garden Shed-Pergola-Landscaped Gardens-Floorboards-Built in wardrobes-Dishwasher-Ducted Heating,0.3-0.3-0.8,3,Jul/2019/760000.0/SOLD-Jul/2016/670000.0/SOLD-Jun/2000/165000.0/SOLD,1
2-indigo-way-bundoora-vic-3083,Bundoora,755000,18-Jul-2016,4,2,2,515,m2,House,https://www.domain.com.au/2-indigo-way-bundoora-vic-3083-2012879378,Air conditioning-Built in wardrobes-Close to schools-Close to shops-Close to transport-Formal Lounge-Intercom-Security Alarm-Study-Ducted Vacuum,1.2-1.9-3.4,3,Jul/2016/755000.0/SOLD-Dec/2014/705001.0/SOLD-Sep/2002/130000.0/SOLD,1
16-walden-court-bundoora-vic-3083,Bundoora,610000,14-Jul-2016,4,2,2,541,m2,House,https://www.domain.com.au/16-walden-court-bundoora-vic-3083-2012862275,Built in wardrobes-Close to schools-Close to shops-Close to transport-Garden-Secure Parking,1-1.1-1,3,May/2021/852000.0/SOLD-Jul/2016/610000.0/SOLD,1
1-panorama-close-bundoora-vic-3083,Bundoora,635000,24-Jun-2016,4,2,1,533,m2,House,https://www.domain.com.au/1-panorama-close-bundoora-vic-3083-2012793010,Air conditioning-Built in wardrobes-Close to schools-Close to shops-Close to transport-Fireplace(s)-Formal Lounge-Garden-Floorboards-Security Alarm-Secure Parking-Separate Dining,0.8-1.4-0.5,3,Nov/2020/668000.0/SOLD,1
12-windmill-street-bundoora-vic-3083,Bundoora,840000,18-Jun-2016,4,2,2,576,m2,House,https://www.domain.com.au/12-windmill-street-bundoora-vic-3083-2012805547,Air conditioning-Built in wardrobes-Close to schools-Close to shops-Close to transport-Fireplace(s)-Formal Lounge-Garden-Floorboards-Security Alarm-Secure Parking-Separate Dining-Terrace-Balcony-Study,1.5-2.2-3.7,3,Apr/2016/840000.0/SOLD-Jul/2013/745000.0/SOLD,1
3-wydell-close-bundoora-vic-3083,Bundoora,670000,17-Jun-2016,4,3,2,541,m2,House,https://www.domain.com.au/3-wydell-close-bundoora-vic-3083-2012788305,Ensuite-Balcony-Secure Parking-Split System Heating-Split System AirCon-Built in wardrobes-Ducted Heating,1-1.8-0.3,3,Jun/2016/670000.0/SOLD-Mar/2000/248000.0/SOLD,1
8-willunga-way-bundoora-vic-3083,Bundoora,513750,28-May-2016,4,2,2,233,m2,House,https://www.domain.com.au/8-willunga-way-bundoora-vic-3083-2012758599,Ducted Heating-Evaporative Cooling,1-1.8-3.8,3,Nov/2020/685500.0/SOLD-May/2016/513750.0/SOLD-May/2008/420000.0/SOLD,0
23-maculata-grove-bundoora-vic-3083,Bundoora,815000,05-May-2016,4,2,2,648,m2,House,https://www.domain.com.au/23-maculata-grove-bundoora-vic-3083-2012631837,Air conditioning-Built in wardrobes-Close to schools-Close to shops-Close to transport-Fireplace(s)-Formal Lounge-Secure Parking-Separate Dining,1.2-2.1-4,3,May/2016/815000.0/SOLD-Jun/2010/670000.0/SOLD,1
13-larter-court-bundoora-vic-3083,Bundoora,760000,30-Apr-2016,4,2,2,540,m2,House,https://www.domain.com.au/13-larter-court-bundoora-vic-3083-2012707681,Air conditioning-Built in wardrobes-Close to schools-Close to shops-Close to transport-Formal Lounge-Garden-Floorboards-Separate Dining,1.4-2-0.6,3,Apr/2016/760000.0/SOLD-Jul/1986/124000.0/SOLD,1
2-panorama-close-bundoora-vic-3083,Bundoora,600000,28-Apr-2016,4,2,2,529,m2,House,https://www.domain.com.au/2-panorama-close-bundoora-vic-3083-2012709653,Air conditioning-Built in wardrobes-Close to schools-Close to shops-Close to transport-Formal Lounge-Garden-Floorboards-Secure Parking-Separate Dining-Study,0.8-1.5-0.5,3,Jul/2012/468000.0/SOLD-Jun/2001/182000.0/SOLD-Dec/1993/120000.0/SOLD,1
17-zelkova-terrace-bundoora-vic-3083,Bundoora,677500,09-Apr-2016,4,2,2,535,m2,House,https://www.domain.com.au/17-zelkova-terrace-bundoora-vic-3083-2012663006,Ensuite-Dishwasher-Lounge-Rumpus-Ens-Kitch/Meals/Family-Ducted Heat-Garage Remote-Study-Remote Garage-Fully fenced-Ducted Heating,1.5-2-3.5,3,Apr/2016/677500.0/SOLD-Mar/2002/420.0/SOLD,0
1-sussex-street-bundoora-vic-3083,Bundoora,725000,22-Mar-2016,4,2,2,583,m2,House,https://www.domain.com.au/1-sussex-street-bundoora-vic-3083-2012386491,Air conditioning-Built in wardrobes-Close to schools-Close to shops-Close to transport,0.5-1.7-0.8,3,Mar/2016/725000.0/SOLD,1
9-bendoran-crescent-bundoora-vic-3083,Bundoora,630000,15-Mar-2016,4,2,4,585,m2,House,https://www.domain.com.au/9-bendoran-crescent-bundoora-vic-3083-2012657929,Floorboards-Split System AirCon-Built in wardrobes-Study,0.1-0.3-1.2,3,May/2016/630000.0/SOLD,1
47-lea-crescent-bundoora-vic-3083,Bundoora,585000,08-Mar-2016,4,2,4,2563,m2,House,https://www.domain.com.au/47-lea-crescent-bundoora-vic-3083-2012581704,Close to schools-Close to shops-Close to transport-Formal Lounge-Garden-Floorboards-Separate Dining-Study,0.9-1.1-0.7,3,Mar/2016/470.0/SOLD,0
218-greenhills-road-bundoora-vic-3083,Bundoora,675000,23-Feb-2016,4,2,2,537,m2,House,https://www.domain.com.au/218-greenhills-road-bundoora-vic-3083-2012332691,Air conditioning-Built in wardrobes-Close to schools-Close to shops-Close to transport-Formal Lounge-Garden-Separate Dining,0.7-2.4-0.9,3,Jan/2016/675000.0/SOLD,1
1-beethoven-court-bundoora-vic-3083,Bundoora,650000,11-Feb-2016,4,2,2,573,m2,House,https://www.domain.com.au/1-beethoven-court-bundoora-vic-3083-2012404242,Air conditioning-Built in wardrobes-Close to schools-Close to shops-Close to transport-Formal Lounge-Garden-Floorboards-Security Alarm-Secure Parking-Separate Dining,1.3-2.3-0.8,3,Feb/2016/475.0/SOLD-Apr/2005/650000.0/SOLD,1
21-neilsen-crescent-bundoora-vic-3083,Bundoora,711000,02-Feb-2016,4,2,2,1049,m2,House,https://www.domain.com.au/21-neilsen-crescent-bundoora-vic-3083-2012534901,Air conditioning-Built in wardrobes-Close to schools-Close to shops-Close to transport-Formal Lounge-Garden-Floorboards-Secure Parking-Separate Dining,0.3-2.1-1.2,3,Feb/2016/370.0/SOLD,1
23-bramble-crescent-bundoora-vic-3083,Bundoora,795000,30-Jan-2016,4,2,2,582,m2,House,https://www.domain.com.au/23-bramble-crescent-bundoora-vic-3083-2012507465,Air conditioning-Built in wardrobes-Close to schools-Close to shops-Close to transport-Formal Lounge-Secure Parking,1.5-2.3-3.8,3,Dec/2020/1060000.0/SOLD-Jan/2016/795000.0/SOLD-Jan/2001/102000.0/SOLD,1
21-scarlet-drive-bundoora-vic-3083,Bundoora,850000,30-Dec-2015,4,2,2,572,m2,House,https://www.domain.com.au/21-scarlet-drive-bundoora-vic-3083-2012382963,Close to schools-Close to shops-Close to transport-Study,1.3-1.8-3.3,3,Dec/2015/850000.0/SOLD-Jul/2005/210000.0/SOLD-Feb/2002/136000.0/SOLD,0
17-cambridge-way-bundoora-vic-3083,Bundoora,670000,10-Dec-2015,4,2,1,552,m2,House,https://www.domain.com.au/17-cambridge-way-bundoora-vic-3083-2012415225,Air conditioning-Built in wardrobes-Close to schools-Close to shops-Close to transport-Garden-Secure Parking,0.9-0.9-0.5,3,Dec/2015/670000.0/SOLD-Sep/2005/315000.0/SOLD-Feb/1996/123500.0/SOLD,1
5-maureva-court-bundoora-vic-3083,Bundoora,626000,20-Nov-2015,4,2,1,636,m2,House,https://www.domain.com.au/5-maureva-court-bundoora-vic-3083-2012406362,Ensuite-Roller Shutters-Alfresco-Gas Heating-Built in wardrobes-Dishwasher,0.3-1.6-0.5,3,Nov/2015/626000.0/SOLD,1
32-greenwood-drive-bundoora-vic-3083,Bundoora,718800,14-Nov-2015,4,2,4,740,m2,House,https://www.domain.com.au/32-greenwood-drive-bundoora-vic-3083-2012347817,Ensuite-Deck-Built in wardrobes-Stainless Steel Appliances-Bungalow-Polished Floor Boards-Split systems-Pergola-Secure Parking-Gas Heating-Floorboards-Split System AirCon-Evaporative Cooling-Dishwasher-Ducted Heating-Ducted Cooling,0.6-0.7-1.1,3,Nov/2015/718800.0/SOLD-Oct/2000/175000.0/SOLD,1
10-scarlet-drive-bundoora-vic-3083,Bundoora,886000,14-Nov-2015,4,3,2,578,m2,House,https://www.domain.com.au/10-scarlet-drive-bundoora-vic-3083-2012342683,Air conditioning-Built in wardrobes-Close to schools-Close to shops-Close to transport-Garden-Security Alarm-Secure Parking-Separate Dining-Terrace-Balcony-Study,1.3-1.8-3.3,3,Nov/2015/886000.0/SOLD-Aug/2007/573000.0/SOLD-May/2003/167000.0/SOLD,1
3-rae-court-bundoora-vic-3083,Bundoora,670000,30-Oct-2015,4,2,5,660,m2,House,https://www.domain.com.au/3-rae-court-bundoora-vic-3083-2012334583,Alarm System-Balcony-BBQ-Stainless Steel Appliances-Garden Shed-Landscaped Gardens-Water Tank-Secure Parking-Open Spaces-Gas Heating-Workshop-Floorboards-Split System AirCon-Built in wardrobes-Dishwasher-Reverse Cycle AirCon-Study,0.5-1.4-0.6,3,Jul/2021/1060000.0/SOLD-Oct/2015/670000.0/SOLD-Jul/1995/134500.0/SOLD,1
49-moreton-crescent-bundoora-vic-3083,Bundoora,600000,28-Oct-2015,4,1,1,587,m2,House,https://www.domain.com.au/49-moreton-crescent-bundoora-vic-3083-2012290796,Air conditioning-Built in wardrobes-Close to schools-Close to shops-Close to transport-Fireplace(s)-Formal Lounge-Garden-Floorboards-Security Alarm-Secure Parking-Separate Dining-Study-Gas Ducted Heating,0.2-0.3-1.1,3,Jun/2020/693000.0/SOLD-Oct/2015/600000.0/SOLD-Mar/2012/481000.0/SOLD,1
33-hutchins-circuit-bundoora-vic-3083,Bundoora,735000,28-Oct-2015,4,2,2,601,m2,House,https://www.domain.com.au/33-hutchins-circuit-bundoora-vic-3083-2012263332,Air conditioning-Built in wardrobes-Close to schools-Close to shops-Close to transport-Formal Lounge-Garden-Floorboards-Swimming Pool-Secure Parking-Separate Dining-Study,0.7-2.2-0.8,3,Oct/2015/735000.0/SOLD-Jan/1997/76000.0/SOLD-May/1991/74000.0/SOLD,1
192-greenhills-road-bundoora-vic-3083,Bundoora,590000,17-Oct-2015,4,1,1,536,m2,House,https://www.domain.com.au/192-greenhills-road-bundoora-vic-3083-2012252239,Air conditioning-Built in wardrobes-Close to schools-Close to shops-Formal Lounge-Garden-Security Alarm,0.9-2.3-0.8,3,Oct/2015/590000.0/SOLD-Mar/2008/347500.0/SOLD-Jan/1992/123000.0/SOLD,1
265-mckimmies-road-bundoora-vic-3083,Bundoora,800000,17-Oct-2015,4,3,2,719,m2,House,https://www.domain.com.au/265-mckimmies-road-bundoora-vic-3083-2012280687,Air conditioning-Built in wardrobes-Close to schools-Close to shops-Close to transport-Formal Lounge-Garden-Security Alarm-Secure Parking-Separate Dining-Terrace-Balcony-Study,1.2-1.8-3.5,3,Oct/2015/800000.0/SOLD-Sep/2006/525000.0/SOLD-Nov/2002/440000.0/SOLD,1
6-julie-street-bundoora-vic-3083,Bundoora,680500,10-Oct-2015,4,2,2,535,m2,House,https://www.domain.com.au/6-julie-street-bundoora-vic-3083-2012237755,Air conditioning-Built in wardrobes-Close to schools-Close to shops-Close to transport-Garden-Secure Parking,1.2-1.4-0.2,3,Oct/2015/680500.0/SOLD-Dec/2009/491000.0/SOLD-Nov/2001/205000.0/SOLD,1
42-fitzjohns-drive-bundoora-vic-3083,Bundoora,1035000,30-Sep-2015,4,3,2,818,m2,House,https://www.domain.com.au/42-fitzjohns-drive-bundoora-vic-3083-2012098626,Air conditioning-Built in wardrobes-Close to schools-Close to shops-Close to transport-Secure Parking-Study,1.8-2.6-1.5,3,Sep/2015/1034999.9999999999/SOLD-Jan/2009/385000.0/SOLD,1
91-betula-avenue-bundoora-vic-3083,Bundoora,596000,15-Sep-2015,4,2,4,540,m2,House,https://www.domain.com.au/91-betula-avenue-bundoora-vic-3083-2012146919,Air conditioning-Built in wardrobes-Close to schools-Close to shops-Close to transport-Formal Lounge-Garden-Floorboards-Secure Parking-Separate Dining,1.3-2.4-4.3,3,Sep/2015/596000.0/SOLD-Sep/2007/352000.0/SOLD,1
25-the-rameo-bundoora-vic-3083,Bundoora,675000,19-Aug-2015,4,3,2,600,m2,House,https://www.domain.com.au/25-the-rameo-bundoora-vic-3083-2012081598,Ensuite-Formal Lounge-Balcony-Swimming Pool-Ducted Vacuum-Built in wardrobes-Garden Shed-Kitchen - Laminex-Rumpus-Roller Shutters-2 Garage-Landscaped Gardens-In Ground Pool-Shed-Indoor Spa-Split System Heating-Split System AirCon-Hydronic Heating-Dishwasher-Rumpus Room-Study,1-1.5-0.7,3,Aug/2015/675000.0/SOLD,1
4-athol-avenue-bundoora-vic-3083,Bundoora,565000,08-Aug-2015,4,1,2,552,m2,House,https://www.domain.com.au/4-athol-avenue-bundoora-vic-3083-2012112939,Air conditioning-Built in wardrobes-Close to schools-Close to shops-Close to transport-Garden-Floorboards-Security Alarm-Secure Parking,0.2-0.4-1.1,3,Aug/2015/565000.0/SOLD-Feb/2010/140.0/SOLD,1
4-kahans-place-bundoora-vic-3083,Bundoora,870000,08-Aug-2015,4,3,2,351,m2,House,https://www.domain.com.au/4-kahans-place-bundoora-vic-3083-2012113068,Air conditioning-Built in wardrobes-Close to schools-Close to shops-Close to transport-Fireplace(s)-Formal Lounge-Garden-Floorboards-Security Alarm-Secure Parking-Separate Dining,0.8-1-1.5,3,Aug/2015/870000.0/SOLD-May/2012/702000.0/SOLD-Nov/2004/205000.0/SOLD,1
15-17-kelty-terrace-bundoora-vic-3083,Bundoora,2250000,04-Aug-2015,4,3,8,1486,m2,House,https://www.domain.com.au/15-17-kelty-terrace-bundoora-vic-3083-2012082954,Ensuite-Gym-Alarm System-Intercom-Built in wardrobes-Alarm-Security Cameras-Alfresco-Landscaped Gardens-Water Tank-In Ground Pool-Remote Garage-Outdoor Entertaining-Outdoor Spa-Hydronic Heating-Dishwasher-Ducted Cooling-Rumpus Room-Study,1.1-2.1-0.8,3,Feb/2020/2350000.0/SOLD,1
9-pentathlon-street-bundoora-vic-3083,Bundoora,861000,01-Aug-2015,4,2,4,864,m2,House,https://www.domain.com.au/9-pentathlon-street-bundoora-vic-3083-2012095165,Air conditioning-Built in wardrobes-Close to schools-Close to shops-Close to transport-Formal Lounge-Garden-Floorboards-Storage-Secure Parking-Study-CELLAR,0.7-0.7-0.6,3,Aug/2015/861000.0/SOLD,1
15-luton-way-bundoora-vic-3083,Bundoora,667500,01-Aug-2015,4,3,2,517,m2,House,https://www.domain.com.au/15-luton-way-bundoora-vic-3083-2012088515,Built in wardrobes-Close to schools-Close to shops-Close to transport,1.3-1.3-0.7,3,Feb/2020/800000.0/SOLD-Aug/2015/667500.0/SOLD,1
13-fotini-gardens-bundoora-vic-3083,Bundoora,616000,25-Jul-2015,4,2,2,525,m2,House,https://www.domain.com.au/13-fotini-gardens-bundoora-vic-3083-2012078869,Air conditioning-Built in wardrobes-Close to schools-Close to shops-Close to transport,1.2-1.4-0.7,3,Jul/2015/616000.0/SOLD,1
6-myers-court-bundoora-vic-3083,Bundoora,735000,18-Jul-2015,4,2,1,587,m2,House,https://www.domain.com.au/6-myers-court-bundoora-vic-3083-2012055532,Air conditioning-Built in wardrobes-Close to schools-Close to shops-Close to transport-Formal Lounge-Garden-Secure Parking-Study,0.3-2.1-0.8,3,Jul/2015/735000.0/SOLD,1
8-iluka-court-bundoora-vic-3083,Bundoora,660000,04-Jul-2015,4,2,2,616,m2,House,https://www.domain.com.au/8-iluka-court-bundoora-vic-3083-2012026773,Air conditioning,0.4-2.3-0.9,3,Jul/2015/660000.0/SOLD-May/1997/73000.0/SOLD,0
1-panorama-close-bundoora-vic-3083,Bundoora,631000,25-Jun-2015,4,2,1,533,m2,House,https://www.domain.com.au/1-panorama-close-bundoora-vic-3083-2012038764,Air conditioning-Built in wardrobes-Close to schools-Close to shops-Close to transport-Fireplace(s)-Formal Lounge-Garden-Floorboards-Security Alarm-Secure Parking-Separate Dining,0.8-1.4-0.5,3,Nov/2020/668000.0/SOLD,1
1-ghostgum-court-bundoora-vic-3083,Bundoora,612250,13-Jun-2015,4,2,2,372,m2,House,https://www.domain.com.au/1-ghostgum-court-bundoora-vic-3083-2011982398,Air conditioning-Built in wardrobes-Close to schools-Close to shops-Close to transport-Garden-Secure Parking-Study,1.4-2.3-3.9,3,Sep/2019/775000.0/SOLD-Jun/2015/612500.0/SOLD,1
17-josef-avenue-bundoora-vic-3083,Bundoora,538000,13-Jun-2015,4,2,2,543,m2,House,https://www.domain.com.au/17-josef-avenue-bundoora-vic-3083-2011969238,Air conditioning-Built in wardrobes-Close to schools-Close to shops-Close to transport-Formal Lounge-Secure Parking,1.4-2.4-4.4,3,Jun/2021/815000.0/SOLD-Jun/2015/538000.0/SOLD,1
4-medora-avenue-bundoora-vic-3083,Bundoora,765000,01-Jun-2015,4,2,2,623,m2,House,https://www.domain.com.au/4-medora-avenue-bundoora-vic-3083-2011782837,Air conditioning-Built in wardrobes-Close to schools-Close to shops-Close to transport-Fireplace(s)-Formal Lounge-Garden-Floorboards-Security Alarm-Secure Parking-Separate Dining,1.1-2-0.5,3,Jun/2015/500.0/SOLD,1
48-cabernet-crescent-bundoora-vic-3083,Bundoora,580000,09-May-2015,4,2,4,551,m2,House,https://www.domain.com.au/48-cabernet-crescent-bundoora-vic-3083-2011897975,Air conditioning-Built in wardrobes-Close to schools-Close to shops-Close to transport-Garden-Floorboards,1.2-2.3-0.8,3,May/2015/580000.0/SOLD-Jan/2011/485000.0/SOLD-Sep/1979/48000.0/SOLD,1
10-forest-view-bundoora-vic-3083,Bundoora,720000,01-May-2015,4,2,2,384,m2,House,https://www.domain.com.au/10-forest-view-bundoora-vic-3083-2011809831,Air conditioning-Built in wardrobes-Close to schools-Close to shops-Close to transport-Formal Lounge-Garden-Floorboards-Security Alarm-Ducted Heating,1.1-1.2-1.3,3,Apr/2015/720000.0/SOLD-Sep/2004/180000.0/SOLD,1
46-carbeen-drive-bundoora-vic-3083,Bundoora,500000,27-Apr-2015,4,2,1,536,m2,House,https://www.domain.com.au/46-carbeen-drive-bundoora-vic-3083-2011906171,Close to schools-Close to transport-Ensuite-Formal Lounge-Dining Room-Ducted Heating,1-2.1-4.3,3,Apr/2015/500000.0/SOLD-Aug/1978/53500.0/SOLD,0
40-chancellor-avenue-bundoora-vic-3083,Bundoora,550000,21-Apr-2015,4,2,2,92,m2,House,https://www.domain.com.au/40-chancellor-avenue-bundoora-vic-3083-2011741956,Air conditioning-Built in wardrobes-Close to schools-Close to shops-Close to transport-Formal Lounge-Garden-Floorboards-Security Alarm-Secure Parking-Separate Dining-Terrace-Balcony,0.8-1.9-1.3,3,Apr/2015/550000.0/SOLD-Dec/2009/490000.0/SOLD,1
16-springwood-view-bundoora-vic-3083,Bundoora,850000,01-Apr-2015,4,3,2,544,m2,House,https://www.domain.com.au/16-springwood-view-bundoora-vic-3083-2011509127,Study,0.6-0.7-1.3,3,Mar/2015/850000.0/SOLD-Sep/1998/110000.0/SOLD-Nov/1995/75500.0/SOLD,0
1-st-leger-rise-bundoora-vic-3083,Bundoora,805000,31-Mar-2015,4,3,2,480,m2,House,https://www.domain.com.au/1-st-leger-rise-bundoora-vic-3083-2011047667,Air conditioning-Built in wardrobes-Study,1-1.1-0.7,3,Mar/2015/805000.0/SOLD-Aug/2004/610000.0/SOLD,1
5-mozart-court-bundoora-vic-3083,Bundoora,600000,28-Mar-2015,4,2,4,730,m2,House,https://www.domain.com.au/5-mozart-court-bundoora-vic-3083-2011797234,Air conditioning-Built in wardrobes-Swimming Pool-Study,1.2-2.4-0.9,3,Mar/2015/600000.0/SOLD-Dec/2009/375000.0/SOLD-May/2009/375000.0/SOLD,1
62-maroondah-terrace-bundoora-vic-3083,Bundoora,597500,28-Mar-2015,4,2,2,541,m2,House,https://www.domain.com.au/62-maroondah-terrace-bundoora-vic-3083-2011807241,Air conditioning-Built in wardrobes-Close to schools-Close to shops-Close to transport,0.7-2-0.5,3,Mar/2015/597500.0/SOLD-Mar/2003/297500.0/SOLD-Jan/1998/169000.0/SOLD,1
111-edmund-rice-parade-bundoora-vic-3083,Bundoora,1020000,28-Mar-2015,4,3,2,705,m2,House,https://www.domain.com.au/111-edmund-rice-parade-bundoora-vic-3083-2011792047,Air conditioning-Built in wardrobes-Close to schools-Close to shops-Close to transport-Formal Lounge-Floorboards-Swimming Pool-Security Alarm-Terrace-Balcony-Study-Hydronic Heating,1-2.1-0.8,3,Feb/2018/1100000.0/SOLD-Feb/2015/1020000.0/SOLD-Jun/2007/700000.0/SOLD,1
6-lightfoot-place-bundoora-vic-3083,Bundoora,900000,21-Mar-2015,4,3,2,476,m2,House,https://www.domain.com.au/6-lightfoot-place-bundoora-vic-3083-2011780340,Air conditioning-Built in wardrobes,1-1.1-0.7,3,Mar/2015/900000.0/SOLD-Sep/2001/410000.0/SOLD-May/1999/96500.0/SOLD,1
70-cheadle-crescent-bundoora-vic-3083,Bundoora,676000,07-Mar-2015,4,2,2,659,m2,House,https://www.domain.com.au/70-cheadle-crescent-bundoora-vic-3083-2011745914,Air conditioning-Built in wardrobes-Close to schools-Close to shops-Close to transport-Garden-Floorboards-Secure Parking,0.9-2-1.1,3,Mar/2015/676000.0/SOLD-Mar/2004/433000.0/SOLD-Feb/2003/412000.0/SOLD,1
15-ilias-court-bundoora-vic-3083,Bundoora,630000,22-Jan-2015,4,2,2,600,m2,House,https://www.domain.com.au/15-ilias-court-bundoora-vic-3083-2011673912,Air conditioning-Built in wardrobes,1.3-1.8-0.4,3,Jan/2015/500.0/SOLD-Mar/1988/630000.0/SOLD,1
13-mt-cooper-drive-bundoora-vic-3083,Bundoora,780000,20-Jan-2015,4,2,2,448,m2,House,https://www.domain.com.au/13-mt-cooper-drive-bundoora-vic-3083-2011517532,Air conditioning-Built in wardrobes-Study,0.9-1-0.6,3,Jan/2015/780000.0/SOLD-Jul/2010/730000.0/SOLD-Oct/1998/86000.0/SOLD,1
12-barlow-rise-bundoora-vic-3083,Bundoora,820000,16-Jan-2015,4,2,3,431,m2,House,https://www.domain.com.au/12-barlow-rise-bundoora-vic-3083-2011629015,Air conditioning-Built in wardrobes-Close to schools-Close to shops-Close to transport-Garden-Floorboards-Security Alarm-Secure Parking,0.9-1.1-1.5,3,Dec/2014/820000.0/SOLD-Sep/2005/220000.0/SOLD,1
291-greenhills-road-bundoora-vic-3083,Bundoora,560500,13-Dec-2014,4,3,2,537,m2,House,https://www.domain.com.au/291-greenhills-road-bundoora-vic-3083-2011601520,Air conditioning-Built in wardrobes,0.2-2.1-0.9,3,Dec/2014/560500.0/SOLD-Oct/2011/405000.0/SOLD,1
9-orsova-court-bundoora-vic-3083,Bundoora,570000,13-Dec-2014,4,1,2,600,m2,House,https://www.domain.com.au/9-orsova-court-bundoora-vic-3083-2011583610,Workshop-Built in wardrobes-Ducted Heating-Ducted Cooling,0.3-0.5-1,3,Dec/2014/415.0/SOLD,1
14-boston-road-bundoora-vic-3083,Bundoora,599900,11-Dec-2014,4,2,2,545,m2,House,https://www.domain.com.au/14-boston-road-bundoora-vic-3083-2011606379,Air conditioning-Built in wardrobes-Close to schools-Close to shops-Close to transport-Fireplace(s)-Formal Lounge-Garden-Floorboards-Secure Parking-Separate Dining,0.5-1.7-0.8,3,Oct/2020/735000.0/SOLD,1
